,MouseID,pCAMKII_N,pPKCG_N,S6_N,ARC_N,GluR3_N,GluR4_N,P3525_N,pS6_N,CaNA_N,Genotype,Treatment,Behavior,class,Treatment information,Measurement,Subject
17,311_3,2.10728075,0.9754941779999999,0.400961278,0.112036285,0.230232873,0.129637151,0.237544002,0.112036285,1.4044814509999999,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",3,311
18,311_4,2.259045132,0.9568065,0.283037639,0.11150721300000001,0.22641353,0.11871994699999999,0.229646825,0.11150721300000001,1.1700381359999998,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",4,311
19,311_5,1.975688817,0.97837566,0.35302992200000005,0.100578325,0.23619143399999998,0.126812505,0.22864806,0.100578325,1.272986338,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",5,311
20,311_6,2.127044901,1.000503482,0.362339515,0.110682219,0.224888814,0.12326927900000001,0.227993623,0.110682219,1.279936226,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",6,311
21,311_7,2.091057289,0.9545554820000001,0.243437017,0.104897419,0.20041914800000002,0.107875579,0.237480697,0.104897419,1.1782484009999998,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",7,311
22,311_8,2.045475113,0.9633389729999999,0.323068246,0.112351946,0.21545403300000002,0.11043429199999999,0.236999436,0.112351946,1.2199661590000002,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",8,311
23,311_9,1.940878378,0.9377487840000001,0.312030075,0.1036046,0.21671826600000002,0.118863335,0.23120300800000002,0.1036046,1.2461300309999999,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",9,311
24,311_10,1.783820716,0.98305548,0.251571468,0.10426346,0.193222192,0.10289696599999999,0.245285597,0.10426346,1.0774801859999998,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",10,311
25,311_11,2.082832754,0.929039301,0.29121179,0.09798034900000001,0.19268559,0.10575873400000001,0.255049127,0.09798034900000001,1.1443777290000001,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",11,311
26,311_12,1.8009566830000001,0.958333333,0.31390765800000003,0.110078829,0.20467342300000002,0.104448198,0.244650901,0.110078829,1.238457207,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",12,311
27,311_13,1.414932681,0.9020318159999999,0.170105528,,0.16286029300000002,0.09072294800000001,0.245077965,,0.9814143959999999,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",13,311
28,311_14,1.487357775,0.8536936359999999,0.232651103,0.091461465,0.179245283,0.09945634800000001,0.233290694,0.091461465,0.994403582,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",14,311
29,311_15,1.462365591,0.890453578,0.239233666,0.09317177,0.172588832,0.10119535,0.23546749600000003,0.09317177,1.030948092,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",15,311
30,320_1,1.765114532,0.605804827,0.676686905,0.148773385,0.22079076,0.124734686,0.30366750600000003,0.148773385,1.649982724,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",1,320
31,320_2,1.807823775,0.61268288,0.637341343,0.14766011,0.21557988600000003,0.121596745,0.320414688,0.14766011,1.63898847,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",2,320
32,320_3,1.783551825,0.6031650270000001,0.590310006,0.14316874,0.20090031600000002,0.124837572,0.313996659,0.14316874,1.564924819,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",3,320
33,320_4,2.312324073,0.724477402,0.5989899639999999,0.140062648,0.207313175,0.11711308599999999,0.292143451,0.140062648,1.68222208,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",4,320
34,320_5,2.375282592,0.731500253,0.576849975,0.14077546900000001,0.207108464,0.11454637599999999,0.313862139,0.14077546900000001,1.660352255,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",5,320
35,320_6,2.4062187809999998,0.73362632,0.529756455,0.138192028,0.196911433,0.118598547,0.318195691,0.138192028,1.61081609,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",6,320
36,320_7,2.4814260040000002,0.776267785,0.577617658,0.13206858800000001,0.203301715,0.116380883,0.303265232,0.13206858800000001,1.7273805180000001,Control,Memantine,C/S,c-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",7,320
