CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,Views,postId,userId
0,126,Reputation,14082,24,4235,3320,2718,88
5,126,Reputation,14082,2,4235,3320,2729,88
1,126,Reputation,14082,2,4235,3320,2735,88
2,126,Reputation,14082,6,4235,3320,2741,88
0,126,Reputation,14082,3,4235,3320,2798,88
0,126,Reputation,14082,5,4235,3320,3011,88
0,126,Reputation,14082,0,4235,3320,3012,88
0,126,Reputation,14082,0,4235,3320,3013,88
0,126,Reputation,14082,0,4235,3320,3014,88
0,126,Reputation,14082,0,4235,3320,3015,88
0,126,Reputation,14082,0,4235,3320,3016,88
0,126,Reputation,14082,0,4235,3320,3017,88
0,126,Reputation,14082,0,4235,3320,3018,88
0,126,Reputation,14082,0,4235,3320,3019,88
0,126,Reputation,14082,3,4235,3320,3050,88
1,126,Reputation,14082,3,4235,3320,3073,88
1,126,Reputation,14082,5,4235,3320,3074,88
1,126,Reputation,14082,8,4235,3320,3076,88
0,126,Reputation,14082,7,4235,3320,3237,88
1,126,Reputation,14082,3,4235,3320,3284,88
2,126,Reputation,14082,1,4235,3320,3382,88
0,126,Reputation,14082,2,4235,3320,3437,88
0,126,Reputation,14082,3,4235,3320,3452,88
3,126,Reputation,14082,10,4235,3320,3515,88
1,126,Reputation,14082,4,4235,3320,3674,88
5,126,Reputation,14082,1,4235,3320,3740,88
1,126,Reputation,14082,6,4235,3320,3800,88
2,126,Reputation,14082,3,4235,3320,3801,88
3,126,Reputation,14082,18,4235,3320,3940,88
4,126,Reputation,14082,3,4235,3320,3941,88
1,126,Reputation,14082,11,4235,3320,3949,88
3,126,Reputation,14082,64,4235,3320,3954,88
0,126,Reputation,14082,5,4235,3320,3956,88
2,126,Reputation,14082,2,4235,3320,4006,88
7,126,Reputation,14082,4,4235,3320,4020,88
2,126,Reputation,14082,1,4235,3320,4026,88
4,126,Reputation,14082,10,4235,3320,4064,88
0,126,Reputation,14082,15,4235,3320,4211,88
6,126,Reputation,14082,3,4235,3320,4438,88
0,126,Reputation,14082,5,4235,3320,4481,88
2,126,Reputation,14082,4,4235,3320,4562,88
4,126,Reputation,14082,3,4235,3320,4587,88
0,126,Reputation,14082,5,4235,3320,4714,88
8,126,Reputation,14082,2,4235,3320,4819,88
7,126,Reputation,14082,4,4235,3320,4845,88
0,126,Reputation,14082,2,4235,3320,4847,88
0,126,Reputation,14082,1,4235,3320,4874,88
0,126,Reputation,14082,4,4235,3320,4880,88
1,126,Reputation,14082,4,4235,3320,5094,88
1,126,Reputation,14082,7,4235,3320,5099,88
3,126,Reputation,14082,3,4235,3320,5113,88
4,126,Reputation,14082,20,4235,3320,5140,88
2,126,Reputation,14082,0,4235,3320,5243,88
14,126,Reputation,14082,14,4235,3320,5311,88
1,126,Reputation,14082,7,4235,3320,5379,88
0,126,Reputation,14082,1,4235,3320,5574,88
1,126,Reputation,14082,6,4235,3320,5575,88
2,126,Reputation,14082,3,4235,3320,5648,88
0,126,Reputation,14082,5,4235,3320,5701,88
8,126,Reputation,14082,3,4235,3320,5812,88
0,126,Reputation,14082,2,4235,3320,6029,88
4,126,Reputation,14082,7,4235,3320,6030,88
5,126,Reputation,14082,4,4235,3320,6100,88
0,126,Reputation,14082,0,4235,3320,6136,88
0,126,Reputation,14082,0,4235,3320,6137,88
2,126,Reputation,14082,3,4235,3320,6161,88
1,126,Reputation,14082,14,4235,3320,6190,88
1,126,Reputation,14082,1,4235,3320,6273,88
4,126,Reputation,14082,22,4235,3320,6298,88
1,126,Reputation,14082,3,4235,3320,6419,88
0,126,Reputation,14082,1,4235,3320,6451,88
2,126,Reputation,14082,0,4235,3320,6595,88
2,126,Reputation,14082,0,4235,3320,7215,88
1,126,Reputation,14082,2,4235,3320,7222,88
1,126,Reputation,14082,9,4235,3320,7304,88
0,126,Reputation,14082,4,4235,3320,7324,88
1,126,Reputation,14082,5,4235,3320,7349,88
7,126,Reputation,14082,11,4235,3320,7622,88
0,126,Reputation,14082,2,4235,3320,7858,88
0,126,Reputation,14082,6,4235,3320,7904,88
3,126,Reputation,14082,2,4235,3320,7905,88
3,126,Reputation,14082,2,4235,3320,7965,88
0,126,Reputation,14082,29,4235,3320,8077,88
0,126,Reputation,14082,0,4235,3320,8362,88
3,126,Reputation,14082,10,4235,3320,8650,88
0,126,Reputation,14082,2,4235,3320,8831,88
0,126,Reputation,14082,8,4235,3320,8914,88
0,126,Reputation,14082,2,4235,3320,8919,88
0,126,Reputation,14082,17,4235,3320,8978,88
3,126,Reputation,14082,7,4235,3320,9084,88
0,126,Reputation,14082,2,4235,3320,9133,88
0,126,Reputation,14082,2,4235,3320,9163,88
0,126,Reputation,14082,3,4235,3320,9328,88
1,126,Reputation,14082,2,4235,3320,9371,88
1,126,Reputation,14082,2,4235,3320,9373,88
1,126,Reputation,14082,2,4235,3320,9374,88
0,126,Reputation,14082,1,4235,3320,9644,88
0,126,Reputation,14082,2,4235,3320,9777,88
10,126,Reputation,14082,2,4235,3320,9901,88
0,126,Reputation,14082,1,4235,3320,9946,88
0,126,Reputation,14082,4,4235,3320,9956,88
3,126,Reputation,14082,17,4235,3320,10028,88
1,126,Reputation,14082,2,4235,3320,10203,88
0,126,Reputation,14082,3,4235,3320,10446,88
0,126,Reputation,14082,5,4235,3320,10483,88
0,126,Reputation,14082,2,4235,3320,10501,88
6,126,Reputation,14082,4,4235,3320,10561,88
4,126,Reputation,14082,2,4235,3320,10804,88
4,126,Reputation,14082,5,4235,3320,10834,88
7,126,Reputation,14082,6,4235,3320,11199,88
2,126,Reputation,14082,11,4235,3320,11471,88
2,126,Reputation,14082,5,4235,3320,11606,88
1,126,Reputation,14082,4,4235,3320,11608,88
0,126,Reputation,14082,1,4235,3320,11705,88
0,126,Reputation,14082,4,4235,3320,11711,88
4,126,Reputation,14082,0,4235,3320,11845,88
2,126,Reputation,14082,6,4235,3320,11999,88
1,126,Reputation,14082,4,4235,3320,12038,88
2,126,Reputation,14082,1,4235,3320,12064,88
0,126,Reputation,14082,4,4235,3320,12413,88
1,126,Reputation,14082,10,4235,3320,12763,88
2,126,Reputation,14082,4,4235,3320,12910,88
1,126,Reputation,14082,8,4235,3320,13008,88
0,126,Reputation,14082,0,4235,3320,13029,88
0,126,Reputation,14082,0,4235,3320,13030,88
3,126,Reputation,14082,2,4235,3320,13167,88
1,126,Reputation,14082,6,4235,3320,13190,88
0,126,Reputation,14082,2,4235,3320,13490,88
2,126,Reputation,14082,2,4235,3320,13538,88
0,126,Reputation,14082,10,4235,3320,13539,88
3,126,Reputation,14082,8,4235,3320,13547,88
2,126,Reputation,14082,12,4235,3320,13601,88
0,126,Reputation,14082,1,4235,3320,13639,88
6,126,Reputation,14082,4,4235,3320,13640,88
0,126,Reputation,14082,0,4235,3320,13641,88
0,126,Reputation,14082,0,4235,3320,13642,88
2,126,Reputation,14082,3,4235,3320,13874,88
0,126,Reputation,14082,1,4235,3320,13933,88
0,126,Reputation,14082,3,4235,3320,14042,88
2,126,Reputation,14082,3,4235,3320,14049,88
10,126,Reputation,14082,2,4235,3320,14236,88
0,126,Reputation,14082,1,4235,3320,14575,88
0,126,Reputation,14082,2,4235,3320,14967,88
0,126,Reputation,14082,3,4235,3320,15019,88
6,126,Reputation,14082,2,4235,3320,15215,88
1,126,Reputation,14082,2,4235,3320,15764,88
2,126,Reputation,14082,5,4235,3320,16049,88
2,126,Reputation,14082,8,4235,3320,16114,88
0,126,Reputation,14082,1,4235,3320,16363,88
0,126,Reputation,14082,2,4235,3320,16794,88
1,126,Reputation,14082,4,4235,3320,16850,88
8,126,Reputation,14082,1,4235,3320,17530,88
3,126,Reputation,14082,12,4235,3320,17620,88
3,126,Reputation,14082,3,4235,3320,17674,88
4,126,Reputation,14082,1,4235,3320,17993,88
1,126,Reputation,14082,4,4235,3320,18005,88
1,126,Reputation,14082,3,4235,3320,18063,88
2,126,Reputation,14082,10,4235,3320,18220,88
0,126,Reputation,14082,4,4235,3320,18818,88
0,126,Reputation,14082,10,4235,3320,19232,88
4,126,Reputation,14082,3,4235,3320,19718,88
0,126,Reputation,14082,1,4235,3320,20761,88
5,126,Reputation,14082,4,4235,3320,21511,88
0,126,Reputation,14082,9,4235,3320,21621,88
1,126,Reputation,14082,1,4235,3320,21622,88
5,126,Reputation,14082,4,4235,3320,21870,88
2,126,Reputation,14082,7,4235,3320,21938,88
1,126,Reputation,14082,2,4235,3320,23178,88
0,126,Reputation,14082,5,4235,3320,23203,88
0,126,Reputation,14082,3,4235,3320,23533,88
0,126,Reputation,14082,1,4235,3320,23534,88
0,126,Reputation,14082,0,4235,3320,23603,88
2,126,Reputation,14082,1,4235,3320,23806,88
0,126,Reputation,14082,0,4235,3320,24435,88
0,126,Reputation,14082,0,4235,3320,24436,88
8,126,Reputation,14082,25,4235,3320,25692,88
3,126,Reputation,14082,4,4235,3320,26120,88
0,126,Reputation,14082,3,4235,3320,26878,88
0,126,Reputation,14082,6,4235,3320,28132,88
0,126,Reputation,14082,0,4235,3320,28985,88
0,126,Reputation,14082,7,4235,3320,29078,88
1,126,Reputation,14082,4,4235,3320,29145,88
0,126,Reputation,14082,3,4235,3320,29375,88
2,126,Reputation,14082,3,4235,3320,29444,88
0,126,Reputation,14082,4,4235,3320,29717,88
2,126,Reputation,14082,1,4235,3320,30635,88
2,126,Reputation,14082,9,4235,3320,30727,88
0,126,Reputation,14082,8,4235,3320,30747,88
0,126,Reputation,14082,1,4235,3320,31117,88
1,126,Reputation,14082,2,4235,3320,31429,88
4,126,Reputation,14082,1,4235,3320,32069,88
2,126,Reputation,14082,2,4235,3320,33466,88
0,126,Reputation,14082,1,4235,3320,33701,88
1,126,Reputation,14082,7,4235,3320,34051,88
5,126,Reputation,14082,-1,4235,3320,34432,88
3,126,Reputation,14082,19,4235,3320,37382,88
0,126,Reputation,14082,5,4235,3320,37490,88
2,126,Reputation,14082,2,4235,3320,38499,88
0,126,Reputation,14082,5,4235,3320,38769,88
2,126,Reputation,14082,3,4235,3320,40508,88
1,126,Reputation,14082,7,4235,3320,40866,88
1,126,Reputation,14082,5,4235,3320,41107,88
1,126,Reputation,14082,1,4235,3320,41108,88
0,126,Reputation,14082,1,4235,3320,41322,88
5,126,Reputation,14082,6,4235,3320,43372,88
10,126,Reputation,14082,-1,4235,3320,43651,88
3,126,Reputation,14082,4,4235,3320,43700,88
0,126,Reputation,14082,1,4235,3320,45620,88
0,126,Reputation,14082,0,4235,3320,45621,88
3,126,Reputation,14082,1,4235,3320,46387,88
1,126,Reputation,14082,7,4235,3320,46392,88
1,126,Reputation,14082,5,4235,3320,46971,88
0,126,Reputation,14082,6,4235,3320,47427,88
0,126,Reputation,14082,0,4235,3320,48617,88
1,126,Reputation,14082,8,4235,3320,49250,88
1,126,Reputation,14082,1,4235,3320,49301,88
0,126,Reputation,14082,12,4235,3320,49698,88
1,126,Reputation,14082,4,4235,3320,49986,88
1,126,Reputation,14082,2,4235,3320,50060,88
3,126,Reputation,14082,3,4235,3320,51652,88
1,126,Reputation,14082,1,4235,3320,52492,88
0,126,Reputation,14082,9,4235,3320,55483,88
0,126,Reputation,14082,2,4235,3320,55611,88
8,126,Reputation,14082,8,4235,3320,58015,88
0,126,Reputation,14082,9,4235,3320,58980,88
3,126,Reputation,14082,10,4235,3320,59632,88
0,126,Reputation,14082,0,4235,3320,59761,88
0,126,Reputation,14082,5,4235,3320,60168,88
0,126,Reputation,14082,1,4235,3320,63297,88
1,126,Reputation,14082,2,4235,3320,74473,88
9,126,Reputation,14082,2,4235,3320,77180,88
0,126,Reputation,14082,1,4235,3320,77476,88
0,126,Reputation,14082,2,4235,3320,78646,88
1,126,Reputation,14082,0,4235,3320,85522,88
2,126,Reputation,14082,1,4235,3320,86138,88
0,126,Reputation,14082,1,4235,3320,88906,88
5,126,Reputation,14082,3,4235,3320,90653,88
0,126,Reputation,14082,0,4235,3320,93093,88
2,126,Reputation,14082,2,4235,3320,93923,88
0,126,Reputation,14082,2,4235,3320,105458,88
3,126,Reputation,14082,1,4235,3320,111142,88
4,59,Reputation,18283,10,1014,3781,167,159
0,59,Reputation,18283,2,1014,3781,169,159
0,59,Reputation,18283,8,1014,3781,171,159
0,59,Reputation,18283,35,1014,3781,174,159
2,59,Reputation,18283,22,1014,3781,177,159
0,59,Reputation,18283,12,1014,3781,179,159
0,59,Reputation,18283,50,1014,3781,181,159
0,59,Reputation,18283,6,1014,3781,184,159
3,59,Reputation,18283,51,1014,3781,213,159
2,59,Reputation,18283,15,1014,3781,221,159
2,59,Reputation,18283,10,1014,3781,229,159
4,59,Reputation,18283,12,1014,3781,261,159
2,59,Reputation,18283,27,1014,3781,370,159
0,59,Reputation,18283,8,1014,3781,530,159
0,59,Reputation,18283,4,1014,3781,531,159
5,59,Reputation,18283,12,1014,3781,532,159
6,59,Reputation,18283,44,1014,3781,534,159
3,59,Reputation,18283,14,1014,3781,541,159
6,59,Reputation,18283,31,1014,3781,587,159
0,59,Reputation,18283,9,1014,3781,610,159
0,59,Reputation,18283,15,1014,3781,622,159
2,59,Reputation,18283,4,1014,3781,625,159
6,59,Reputation,18283,74,1014,3781,729,159
5,59,Reputation,18283,146,1014,3781,730,159
4,59,Reputation,18283,16,1014,3781,862,159
0,59,Reputation,18283,6,1014,3781,872,159
0,59,Reputation,18283,3,1014,3781,883,159
6,59,Reputation,18283,24,1014,3781,1026,159
2,59,Reputation,18283,20,1014,3781,1055,159
2,59,Reputation,18283,6,1014,3781,1086,159
3,59,Reputation,18283,36,1014,3781,1150,159
8,59,Reputation,18283,29,1014,3781,1153,159
0,59,Reputation,18283,5,1014,3781,1158,159
0,59,Reputation,18283,4,1014,3781,1161,159
11,59,Reputation,18283,9,1014,3781,1206,159
6,59,Reputation,18283,17,1014,3781,1214,159
2,59,Reputation,18283,3,1014,3781,1216,159
3,59,Reputation,18283,5,1014,3781,1277,159
5,59,Reputation,18283,9,1014,3781,1295,159
0,59,Reputation,18283,36,1014,3781,1382,159
3,59,Reputation,18283,5,1014,3781,1428,159
0,59,Reputation,18283,11,1014,3781,1442,159
5,59,Reputation,18283,66,1014,3781,1444,159
2,59,Reputation,18283,4,1014,3781,1472,159
1,59,Reputation,18283,7,1014,3781,1497,159
2,59,Reputation,18283,6,1014,3781,1570,159
1,59,Reputation,18283,6,1014,3781,1585,159
0,59,Reputation,18283,27,1014,3781,1630,159
2,59,Reputation,18283,17,1014,3781,1639,159
1,59,Reputation,18283,8,1014,3781,1647,159
4,59,Reputation,18283,7,1014,3781,1720,159
1,59,Reputation,18283,1,1014,3781,1774,159
4,59,Reputation,18283,14,1014,3781,1806,159
0,59,Reputation,18283,2,1014,3781,1938,159
2,59,Reputation,18283,6,1014,3781,2204,159
3,59,Reputation,18283,1,1014,3781,2292,159
4,59,Reputation,18283,6,1014,3781,2330,159
12,59,Reputation,18283,7,1014,3781,2367,159
0,59,Reputation,18283,5,1014,3781,2387,159
0,59,Reputation,18283,18,1014,3781,2724,159
0,59,Reputation,18283,3,1014,3781,2924,159
2,59,Reputation,18283,9,1014,3781,3002,159
2,59,Reputation,18283,6,1014,3781,3032,159
0,59,Reputation,18283,9,1014,3781,3128,159
2,59,Reputation,18283,3,1014,3781,3129,159
0,59,Reputation,18283,20,1014,3781,3184,159
0,59,Reputation,18283,0,1014,3781,3189,159
0,59,Reputation,18283,0,1014,3781,3190,159
4,59,Reputation,18283,4,1014,3781,3224,159
2,59,Reputation,18283,5,1014,3781,3255,159
0,59,Reputation,18283,8,1014,3781,3408,159
1,59,Reputation,18283,25,1014,3781,3543,159
2,59,Reputation,18283,25,1014,3781,3553,159
1,59,Reputation,18283,5,1014,3781,3581,159
0,59,Reputation,18283,6,1014,3781,3617,159
4,59,Reputation,18283,32,1014,3781,3733,159
6,59,Reputation,18283,12,1014,3781,3752,159
0,59,Reputation,18283,3,1014,3781,3870,159
0,59,Reputation,18283,6,1014,3781,4096,159
0,59,Reputation,18283,8,1014,3781,4103,159
6,59,Reputation,18283,6,1014,3781,4149,159
4,59,Reputation,18283,3,1014,3781,4156,159
2,59,Reputation,18283,4,1014,3781,4372,159
2,59,Reputation,18283,5,1014,3781,4378,159
6,59,Reputation,18283,3,1014,3781,4415,159
1,59,Reputation,18283,3,1014,3781,4433,159
4,59,Reputation,18283,9,1014,3781,4490,159
7,59,Reputation,18283,6,1014,3781,4586,159
0,59,Reputation,18283,16,1014,3781,4716,159
4,59,Reputation,18283,5,1014,3781,5176,159
2,59,Reputation,18283,4,1014,3781,5177,159
1,59,Reputation,18283,7,1014,3781,5496,159
2,59,Reputation,18283,3,1014,3781,5497,159
2,59,Reputation,18283,4,1014,3781,5498,159
2,59,Reputation,18283,8,1014,3781,5830,159
5,59,Reputation,18283,10,1014,3781,6332,159
1,59,Reputation,18283,13,1014,3781,6333,159
3,59,Reputation,18283,16,1014,3781,6476,159
1,59,Reputation,18283,12,1014,3781,6500,159
3,59,Reputation,18283,12,1014,3781,6596,159
3,59,Reputation,18283,7,1014,3781,6973,159
1,59,Reputation,18283,4,1014,3781,7038,159
1,59,Reputation,18283,13,1014,3781,7828,159
2,59,Reputation,18283,9,1014,3781,8398,159
4,59,Reputation,18283,2,1014,3781,8474,159
1,59,Reputation,18283,7,1014,3781,8751,159
0,59,Reputation,18283,3,1014,3781,9078,159
0,59,Reputation,18283,1,1014,3781,9119,159
6,59,Reputation,18283,15,1014,3781,9144,159
0,59,Reputation,18283,4,1014,3781,9476,159
0,59,Reputation,18283,3,1014,3781,10968,159
1,59,Reputation,18283,7,1014,3781,11649,159
0,59,Reputation,18283,4,1014,3781,12737,159
6,59,Reputation,18283,4,1014,3781,13227,159
0,59,Reputation,18283,4,1014,3781,13228,159
6,59,Reputation,18283,8,1014,3781,13530,159
2,59,Reputation,18283,5,1014,3781,13574,159
0,59,Reputation,18283,5,1014,3781,14252,159
0,59,Reputation,18283,4,1014,3781,14779,159
3,59,Reputation,18283,6,1014,3781,14780,159
9,59,Reputation,18283,9,1014,3781,14923,159
2,59,Reputation,18283,2,1014,3781,15492,159
0,59,Reputation,18283,3,1014,3781,16431,159
1,59,Reputation,18283,2,1014,3781,17089,159
1,59,Reputation,18283,8,1014,3781,17187,159
0,59,Reputation,18283,1,1014,3781,17406,159
1,59,Reputation,18283,1,1014,3781,17691,159
6,59,Reputation,18283,6,1014,3781,17783,159
2,59,Reputation,18283,1,1014,3781,17872,159
6,59,Reputation,18283,3,1014,3781,18107,159
3,59,Reputation,18283,5,1014,3781,18326,159
4,59,Reputation,18283,4,1014,3781,19658,159
1,59,Reputation,18283,4,1014,3781,20384,159
0,59,Reputation,18283,3,1014,3781,21376,159
3,59,Reputation,18283,1,1014,3781,22194,159
0,59,Reputation,18283,4,1014,3781,22758,159
10,59,Reputation,18283,4,1014,3781,23033,159
2,59,Reputation,18283,4,1014,3781,23034,159
4,59,Reputation,18283,7,1014,3781,23123,159
2,59,Reputation,18283,3,1014,3781,23125,159
2,59,Reputation,18283,4,1014,3781,23916,159
0,59,Reputation,18283,3,1014,3781,23918,159
2,59,Reputation,18283,5,1014,3781,24113,159
6,59,Reputation,18283,5,1014,3781,24361,159
1,59,Reputation,18283,6,1014,3781,24468,159
4,59,Reputation,18283,11,1014,3781,24610,159
6,59,Reputation,18283,3,1014,3781,24665,159
0,59,Reputation,18283,5,1014,3781,25330,159
1,59,Reputation,18283,3,1014,3781,25810,159
2,59,Reputation,18283,2,1014,3781,26718,159
0,59,Reputation,18283,2,1014,3781,26931,159
1,59,Reputation,18283,1,1014,3781,27006,159
0,59,Reputation,18283,6,1014,3781,27070,159
4,59,Reputation,18283,6,1014,3781,27327,159
3,59,Reputation,18283,4,1014,3781,27328,159
12,59,Reputation,18283,6,1014,3781,27716,159
0,59,Reputation,18283,2,1014,3781,28430,159
0,59,Reputation,18283,6,1014,3781,28496,159
2,59,Reputation,18283,1,1014,3781,28591,159
0,59,Reputation,18283,3,1014,3781,29339,159
0,59,Reputation,18283,8,1014,3781,29442,159
1,59,Reputation,18283,3,1014,3781,29450,159
0,59,Reputation,18283,2,1014,3781,30208,159
1,59,Reputation,18283,5,1014,3781,30225,159
1,59,Reputation,18283,2,1014,3781,30575,159
3,59,Reputation,18283,5,1014,3781,31026,159
1,59,Reputation,18283,3,1014,3781,31093,159
4,59,Reputation,18283,4,1014,3781,31500,159
1,59,Reputation,18283,1,1014,3781,32003,159
2,59,Reputation,18283,1,1014,3781,32197,159
7,59,Reputation,18283,10,1014,3781,32764,159
2,59,Reputation,18283,9,1014,3781,32799,159
0,59,Reputation,18283,7,1014,3781,32800,159
1,59,Reputation,18283,3,1014,3781,32806,159
2,59,Reputation,18283,6,1014,3781,32887,159
6,59,Reputation,18283,5,1014,3781,32908,159
7,59,Reputation,18283,13,1014,3781,33958,159
1,59,Reputation,18283,4,1014,3781,34116,159
0,59,Reputation,18283,2,1014,3781,34191,159
2,59,Reputation,18283,3,1014,3781,34408,159
1,59,Reputation,18283,1,1014,3781,34411,159
1,59,Reputation,18283,5,1014,3781,34503,159
5,59,Reputation,18283,7,1014,3781,35329,159
1,59,Reputation,18283,5,1014,3781,37462,159
1,59,Reputation,18283,4,1014,3781,38256,159
1,59,Reputation,18283,7,1014,3781,41072,159
3,59,Reputation,18283,5,1014,3781,43376,159
2,59,Reputation,18283,5,1014,3781,43377,159
0,59,Reputation,18283,2,1014,3781,43631,159
0,59,Reputation,18283,4,1014,3781,44074,159
1,59,Reputation,18283,2,1014,3781,44388,159
5,59,Reputation,18283,3,1014,3781,44765,159
1,59,Reputation,18283,2,1014,3781,44767,159
5,59,Reputation,18283,2,1014,3781,44975,159
1,59,Reputation,18283,2,1014,3781,45039,159
0,59,Reputation,18283,1,1014,3781,45040,159
2,59,Reputation,18283,2,1014,3781,45531,159
1,59,Reputation,18283,3,1014,3781,46279,159
1,59,Reputation,18283,4,1014,3781,46495,159
5,59,Reputation,18283,2,1014,3781,47558,159
3,59,Reputation,18283,1,1014,3781,47559,159
0,59,Reputation,18283,9,1014,3781,47733,159
3,59,Reputation,18283,5,1014,3781,48296,159
0,59,Reputation,18283,3,1014,3781,48489,159
2,59,Reputation,18283,6,1014,3781,49041,159
1,59,Reputation,18283,7,1014,3781,50766,159
4,59,Reputation,18283,1,1014,3781,52465,159
2,59,Reputation,18283,1,1014,3781,52466,159
0,59,Reputation,18283,2,1014,3781,52554,159
1,59,Reputation,18283,1,1014,3781,52872,159
1,59,Reputation,18283,3,1014,3781,53291,159
3,59,Reputation,18283,1,1014,3781,55197,159
1,59,Reputation,18283,1,1014,3781,55429,159
0,59,Reputation,18283,2,1014,3781,55985,159
7,59,Reputation,18283,1,1014,3781,55995,159
1,59,Reputation,18283,1,1014,3781,56004,159
1,59,Reputation,18283,1,1014,3781,56588,159
5,59,Reputation,18283,4,1014,3781,57574,159
8,59,Reputation,18283,3,1014,3781,57761,159
0,59,Reputation,18283,5,1014,3781,58854,159
