,_id,category_code,founded_year,geojson,latitude,longitude,name,number_of_employees,total_money_raised,empresas_cerca
1465,5cd45d120c24ecd1b9ca2721,games_video,2007,"{'type': 'Point', 'coordinates': [-122.33763, 47.6141]}",47.6141,-122.33763,Jootware,2,$0,5
2841,5cd45d120c24ecd1b9ca2c81,web,2005,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}",37.437328,-122.159928,Tripbase,10,$0,5
844,5cd45d120c24ecd1b9ca24b4,enterprise,2006,"{'type': 'Point', 'coordinates': [-6.267494, 53.344104]}",53.344104,-6.267494,Iceberg,5,€400k,5
2609,5cd45d120c24ecd1b9ca2b99,web,2001,"{'type': 'Point', 'coordinates': [-82.485057, 27.445135]}",27.445135,-82.485057,IP2Location,20,$0,5
1167,5cd45d120c24ecd1b9ca25f7,mobile,2007,"{'type': 'Point', 'coordinates': [18.064488, 59.332788]}",59.332788,18.064488,Bambuser,12,$2.5M,5
2610,5cd45d120c24ecd1b9ca2b9a,web,2002,"{'type': 'Point', 'coordinates': [-82.485057, 27.445135]}",27.445135,-82.485057,ZIPCodeWorld,20,$0,5
2611,5cd45d120c24ecd1b9ca2b9b,web,2005,"{'type': 'Point', 'coordinates': [-82.485057, 27.445135]}",27.445135,-82.485057,FraudLabs,20,$0,5
2676,5cd45d120c24ecd1b9ca2bdc,travel,2001,"{'type': 'Point', 'coordinates': [-122.675428, 45.519154]}",45.519154,-122.675428,FlightStats,58,$1.5M,5
2678,5cd45d120c24ecd1b9ca2bde,games_video,2010,"{'type': 'Point', 'coordinates': [-122.4052761, 37.8053241]}",37.8053241,-122.4052761,Indee,3,$0,5
309,5cd45d120c24ecd1b9ca229d,software,2005,"{'type': 'Point', 'coordinates': [-121.9479223, 37.3208403]}",37.3208403,-121.9479223,Bunchball,60,$12.5M,5
2791,5cd45d120c24ecd1b9ca2c4f,search,2008,"{'type': 'Point', 'coordinates': [-121.877636, 37.320052]}",37.320052,-121.877636,Soovle,1,$0,5
156,5cd45d120c24ecd1b9ca2204,games_video,2007,"{'type': 'Point', 'coordinates': [-122.333523, 47.611012]}",47.611012,-122.333523,MediaPops,0,$0,5
2693,5cd45d120c24ecd1b9ca2bed,enterprise,2006,"{'type': 'Point', 'coordinates': [-122.677001, 45.519179]}",45.519179,-122.677001,Elemental Technologies,130,$27.6M,5
154,5cd45d120c24ecd1b9ca2202,other,2007,"{'type': 'Point', 'coordinates': [-73.981709, 40.775537]}",40.775537,-73.981709,OrganizedWisdom,18,$2.8M,5
279,5cd45d120c24ecd1b9ca227f,music,2006,"{'type': 'Point', 'coordinates': [2.3283853, 48.8780596]}",48.8780596,2.3283853,Deezer,200,$149M,5
1716,5cd45d120c24ecd1b9ca281c,public_relations,2007,"{'type': 'Point', 'coordinates': [-117.158793, 32.717797]}",32.717797,-117.158793,FiveSprockets,10,$0,5
3878,5cd45d120c24ecd1b9ca308e,software,2004,"{'type': 'Point', 'coordinates': [-71.253781, 42.3988661]}",42.3988661,-71.253781,Aveksa,46,$28M,5
1642,5cd45d120c24ecd1b9ca27d2,software,2008,"{'type': 'Point', 'coordinates': [-73.983656, 40.775309]}",40.775309,-73.983656,Producteev,10,$1.31M,5
266,5cd45d120c24ecd1b9ca2272,web,2007,"{'type': 'Point', 'coordinates': [-77.095965, 38.984172]}",38.984172,-77.095965,WEbook,10,$5M,5
263,5cd45d120c24ecd1b9ca226f,web,2007,"{'type': 'Point', 'coordinates': [-122.402468, 37.803847]}",37.803847,-122.402468,GameLayers,5,$2M,5
1709,5cd45d120c24ecd1b9ca2815,web,2004,"{'type': 'Point', 'coordinates': [-104.988123, 39.755092]}",39.755092,-104.988123,BiggerPockets,3,$0,5
242,5cd45d120c24ecd1b9ca225a,web,2006,"{'type': 'Point', 'coordinates': [13.398694, 52.523402]}",52.523402,13.398694,Plazes,15,€3.7M,5
327,5cd45d120c24ecd1b9ca22af,enterprise,2007,"{'type': 'Point', 'coordinates': [-0.0926903, 51.522413]}",51.522413,-0.0926903,UnLtdWorld,4,£250k,5
2673,5cd45d120c24ecd1b9ca2bd9,web,2007,"{'type': 'Point', 'coordinates': [-6.2689465, 53.3438298]}",53.3438298,-6.2689465,Green Apple Media,50,$132M,5
2804,5cd45d120c24ecd1b9ca2c5c,consulting,2008,"{'type': 'Point', 'coordinates': [-6.2674937, 53.344104]}",53.344104,-6.2674937,ZeroTouch,5,$0,5
2111,5cd45d120c24ecd1b9ca29a7,web,2008,"{'type': 'Point', 'coordinates': [-79.394325, 43.647]}",43.647,-79.394325,fotoglif,6,$0,5
2612,5cd45d120c24ecd1b9ca2b9c,web,2006,"{'type': 'Point', 'coordinates': [-82.485057, 27.445135]}",27.445135,-82.485057,GeoDataSource,20,$0,5
3582,5cd45d120c24ecd1b9ca2f66,advertising,2000,"{'type': 'Point', 'coordinates': [-79.393037, 43.6478154]}",43.6478154,-79.393037,VFM Leonardo,120,$13.4M,5
2614,5cd45d120c24ecd1b9ca2b9e,software,2007,"{'type': 'Point', 'coordinates': [-82.485057, 27.445135]}",27.445135,-82.485057,BrowserObject,20,$0,5
3216,5cd45d120c24ecd1b9ca2df8,web,2009,"{'type': 'Point', 'coordinates': [-71.083762, 42.362856]}",42.362856,-71.083762,VitalLock,4,$0,5
3577,5cd45d120c24ecd1b9ca2f61,software,2006,"{'type': 'Point', 'coordinates': [-3.6992667, 40.4165967]}",40.4165967,-3.6992667,ASPgems,26,$0,5
3826,5cd45d120c24ecd1b9ca305a,advertising,2007,"{'type': 'Point', 'coordinates': [-122.6802223, 45.5265721]}",45.5265721,-122.6802223,StepChange Group,10,$0,5
3120,5cd45d120c24ecd1b9ca2d98,software,2007,"{'type': 'Point', 'coordinates': [-0.11796, 51.5178123]}",51.5178123,-0.11796,FreshNetworks,12,$0,5
3562,5cd45d120c24ecd1b9ca2f52,web,2008,"{'type': 'Point', 'coordinates': [-6.2674937, 53.344104]}",53.344104,-6.2674937,Worky,16,$0,5
1026,5cd45d120c24ecd1b9ca256a,web,2007,"{'type': 'Point', 'coordinates': [-122.227765, 37.492685]}",37.492685,-122.227765,GreenNote,65,$4.2M,5
2634,5cd45d120c24ecd1b9ca2bb2,games_video,2007,"{'type': 'Point', 'coordinates': [-73.984438, 40.778635]}",40.778635,-73.984438,Gawkk,3,$0,5
3118,5cd45d120c24ecd1b9ca2d96,ecommerce,2008,"{'type': 'Point', 'coordinates': [24.9438568, 60.1659819]}",60.1659819,24.9438568,Frosmo,15,$0,5
904,5cd45d120c24ecd1b9ca24f0,games_video,2007,"{'type': 'Point', 'coordinates': [18.064488, 59.332788]}",59.332788,18.064488,Posh24,5,$0,5
3508,5cd45d120c24ecd1b9ca2f1c,consulting,2004,"{'type': 'Point', 'coordinates': [-0.1398614, 51.5234209]}",51.5234209,-0.1398614,Red Engineering Design,100,$0,5
3509,5cd45d120c24ecd1b9ca2f1d,ecommerce,2009,"{'type': 'Point', 'coordinates': [-87.6445473, 41.8819283]}",41.8819283,-87.6445473,YesFreelance,5,$0,5
3119,5cd45d120c24ecd1b9ca2d97,games_video,2008,"{'type': 'Point', 'coordinates': [24.9438568, 60.1659819]}",60.1659819,24.9438568,Dodreams,6,€750k,5
2170,5cd45d120c24ecd1b9ca29e2,software,2007,"{'type': 'Point', 'coordinates': [-121.877636, 37.320052]}",37.320052,-121.877636,Siri,19,$24M,5
188,5cd45d120c24ecd1b9ca2224,software,2002,"{'type': 'Point', 'coordinates': [-122.302262, 37.559287]}",37.559287,-122.302262,Spoke,8,$25.1M,5
2992,5cd45d120c24ecd1b9ca2d18,web,2008,"{'type': 'Point', 'coordinates': [-121.9478049, 37.3218356]}",37.3218356,-121.9478049,AdventureDrop,6,$100k,5
807,5cd45d120c24ecd1b9ca248f,public_relations,2006,"{'type': 'Point', 'coordinates': [-79.395471, 43.646873]}",43.646873,-79.395471,PlanetEye,40,$0,5
1386,5cd45d120c24ecd1b9ca26d2,software,2007,"{'type': 'Point', 'coordinates': [-122.229097, 37.494561]}",37.494561,-122.229097,Xpree,3,$0,5
2901,5cd45d120c24ecd1b9ca2cbd,advertising,2008,"{'type': 'Point', 'coordinates': [-73.973243, 40.74724]}",40.74724,-73.973243,Transit Treasure,1,$0,5
554,5cd45d120c24ecd1b9ca2392,mobile,2012,"{'type': 'Point', 'coordinates': [-122.3254705, 37.5645375]}",37.5645375,-122.3254705,Skydeck,9,$4M,5
3742,5cd45d120c24ecd1b9ca3006,games_video,2009,"{'type': 'Point', 'coordinates': [-121.877636, 37.320052]}",37.320052,-121.877636,Meuzer,3,$0,5
1264,5cd45d120c24ecd1b9ca2658,software,2002,"{'type': 'Point', 'coordinates': [-71.255855, 42.393662]}",42.393662,-71.255855,Ounce Labs,60,$13.5M,5
2049,5cd45d120c24ecd1b9ca2969,web,2006,"{'type': 'Point', 'coordinates': [144.968956, -37.812332]}",-37.812332,144.968956,Envato,40,$0,5
1104,5cd45d120c24ecd1b9ca25b8,software,2004,"{'type': 'Point', 'coordinates': [-71.078978, 42.364367]}",42.364367,-71.078978,Pivot,40,$13.1M,5
3636,5cd45d120c24ecd1b9ca2f9c,other,2008,"{'type': 'Point', 'coordinates': [-77.0974791, 38.987594]}",38.987594,-77.0974791,PageLime,3,$0,5
3325,5cd45d120c24ecd1b9ca2e65,mobile,2009,"{'type': 'Point', 'coordinates': [-122.229097, 37.494561]}",37.494561,-122.229097,Y Media Labs,50,$0,5
1994,5cd45d120c24ecd1b9ca2932,mobile,2007,"{'type': 'Point', 'coordinates': [-73.987036, 40.777072]}",40.777072,-73.987036,Meet Now Live,2,$0,5
1304,5cd45d120c24ecd1b9ca2680,advertising,2006,"{'type': 'Point', 'coordinates': [-122.670399, 45.523875]}",45.523875,-122.670399,mioNews,3,$0,5
2419,5cd45d120c24ecd1b9ca2adb,software,2006,"{'type': 'Point', 'coordinates': [-121.947497, 37.317799]}",37.317799,-121.947497,Agily Networks,4,$250k,5
1303,5cd45d120c24ecd1b9ca267f,other,2007,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}",37.437328,-122.159928,Ologeez,1,$0,5
594,5cd45d120c24ecd1b9ca23ba,games_video,2007,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}",37.437328,-122.159928,MyMiniLife,4,$430k,5
119,5cd45d120c24ecd1b9ca21df,advertising,2004,"{'type': 'Point', 'coordinates': [-121.948399, 37.32052]}",37.32052,-121.948399,BlueLithium,135,$11.5M,5
2944,5cd45d120c24ecd1b9ca2ce8,enterprise,2009,"{'type': 'Point', 'coordinates': [-121.949417, 37.317735]}",37.317735,-121.949417,Talari Networks,60,$45.1M,5
2477,5cd45d120c24ecd1b9ca2b15,security,2008,"{'type': 'Point', 'coordinates': [-6.2653994, 53.3441678]}",53.3441678,-6.2653994,echolibre,4,$0,5
604,5cd45d120c24ecd1b9ca23c4,web,2004,"{'type': 'Point', 'coordinates': [-104.988123, 39.755092]}",39.755092,-104.988123,MosaicGlobe,6,$0,5
3931,5cd45d120c24ecd1b9ca30c3,software,2009,"{'type': 'Point', 'coordinates': [-71.0814466, 42.3672873]}",42.3672873,-71.0814466,Tiverias Apps,20,$0,5
531,5cd45d120c24ecd1b9ca237b,software,2001,"{'type': 'Point', 'coordinates': [18.064488, 59.332788]}",59.332788,18.064488,PacketFront,170,€26M,5
114,5cd45d120c24ecd1b9ca21da,advertising,2007,"{'type': 'Point', 'coordinates': [-122.3229235, 37.5646055]}",37.5646055,-122.3229235,Inneractive,0,$8.5M,5
189,5cd45d120c24ecd1b9ca2225,web,2013,"{'type': 'Point', 'coordinates': [-122.323895, 37.566879]}",37.566879,-122.323895,Fixya,30,$8M,5
1943,5cd45d120c24ecd1b9ca28ff,public_relations,2007,"{'type': 'Point', 'coordinates': [-117.158793, 32.717797]}",32.717797,-117.158793,FiveSprockets,10,$0,5
3459,5cd45d120c24ecd1b9ca2eeb,software,2007,"{'type': 'Point', 'coordinates': [-121.977065, 37.381341]}",37.381341,-121.977065,Adeptol,60,$0,5
817,5cd45d120c24ecd1b9ca2499,software,2003,"{'type': 'Point', 'coordinates': [0.130733, 52.205194]}",52.205194,0.130733,Gameware Development,10,$0,5
1936,5cd45d120c24ecd1b9ca28f8,web,2004,"{'type': 'Point', 'coordinates': [-104.988123, 39.755092]}",39.755092,-104.988123,BiggerPockets,3,$0,5
3668,5cd45d120c24ecd1b9ca2fbc,web,2008,"{'type': 'Point', 'coordinates': [-71.0814466, 42.3672873]}",42.3672873,-71.0814466,Sponty,10,$0,5
2011,5cd45d120c24ecd1b9ca2943,other,2008,"{'type': 'Point', 'coordinates': [-75.197624, 39.952332]}",39.952332,-75.197624,Givology,10,$0,5
1248,5cd45d120c24ecd1b9ca2648,mobile,2005,"{'type': 'Point', 'coordinates': [-79.394974, 43.649036]}",43.649036,-79.394974,Unspace Interactive,10,$0,5
2321,5cd45d120c24ecd1b9ca2a79,network_hosting,2008,"{'type': 'Point', 'coordinates': [-79.3956689, 43.6453258]}",43.6453258,-79.3956689,Daily Challenge,7,$0,5
3674,5cd45d120c24ecd1b9ca2fc2,social,2009,"{'type': 'Point', 'coordinates': [-122.3229235, 37.5646055]}",37.5646055,-122.3229235,Sofa Labs,5,$1.2M,5
2457,5cd45d120c24ecd1b9ca2b01,other,2000,"{'type': 'Point', 'coordinates': [-122.670399, 45.523875]}",45.523875,-122.670399,zyntroPICS,5,$0,5
2322,5cd45d120c24ecd1b9ca2a7a,enterprise,2001,"{'type': 'Point', 'coordinates': [-71.2537056, 42.3988781]}",42.3988781,-71.2537056,InnoCentive,55,$30.3M,5
1368,5cd45d120c24ecd1b9ca26c0,software,2006,"{'type': 'Point', 'coordinates': [-3.70325, 40.416741]}",40.416741,-3.70325,AtelMedia,13,$0,5
124,5cd45d120c24ecd1b9ca21e4,enterprise,2004,"{'type': 'Point', 'coordinates': [-104.988123, 39.755092]}",39.755092,-104.988123,NewsGator,90,$39.3M,5
3657,5cd45d120c24ecd1b9ca2fb1,software,2008,"{'type': 'Point', 'coordinates': [18.0644881, 59.3327881]}",59.3327881,18.0644881,Pixlr,2,$0,5
526,5cd45d120c24ecd1b9ca2376,advertising,2005,"{'type': 'Point', 'coordinates': [-122.302251, 37.559267]}",37.559267,-122.302251,Relevad,10,$0,5
2140,5cd45d120c24ecd1b9ca29c4,other,2001,"{'type': 'Point', 'coordinates': [-117.158798, 32.715414]}",32.715414,-117.158798,Naughty America,90,$0,4
1730,5cd45d120c24ecd1b9ca282a,other,2007,"{'type': 'Point', 'coordinates': [-82.451141, 27.98141]}",27.98141,-82.451141,Jibidee,4,$0,4
3392,5cd45d120c24ecd1b9ca2ea8,ecommerce,2009,"{'type': 'Point', 'coordinates': [-46.6388182, -23.5489433]}",-23.5489433,-46.6388182,Brandsclub,140,$17M,4
1602,5cd45d120c24ecd1b9ca27aa,ecommerce,2006,"{'type': 'Point', 'coordinates': [-73.9878525, 40.7032884]}",40.7032884,-73.9878525,Pond5,25,$500k,4
1731,5cd45d120c24ecd1b9ca282b,music,2008,"{'type': 'Point', 'coordinates': [-84.3884, 33.7486]}",33.7486,-84.3884,Band Metrics,5,$0,4
1959,5cd45d120c24ecd1b9ca290f,web,2008,"{'type': 'Point', 'coordinates': [-88.239237, 40.090392]}",40.090392,-88.239237,TickerGram,2,$0,4
1732,5cd45d120c24ecd1b9ca282c,web,2008,"{'type': 'Point', 'coordinates': [-88.239237, 40.090392]}",40.090392,-88.239237,TickerGram,2,$0,4
1957,5cd45d120c24ecd1b9ca290d,other,2007,"{'type': 'Point', 'coordinates': [-82.451141, 27.98141]}",27.98141,-82.451141,Jibidee,4,$0,4
3187,5cd45d120c24ecd1b9ca2ddb,web,2008,"{'type': 'Point', 'coordinates': [-122.036849, 37.369195]}",37.369195,-122.036849,BrandFolium Corporation,2,$0,4
1958,5cd45d120c24ecd1b9ca290e,music,2008,"{'type': 'Point', 'coordinates': [-84.3884, 33.7486]}",33.7486,-84.3884,Band Metrics,5,$0,4
2141,5cd45d120c24ecd1b9ca29c5,public_relations,2006,"{'type': 'Point', 'coordinates': [-75.697933, 45.423494]}",45.423494,-75.697933,Palidia,2,$0,4
1607,5cd45d120c24ecd1b9ca27af,software,2005,"{'type': 'Point', 'coordinates': [-122.258139, 37.522281]}",37.522281,-122.258139,UBmatrix,50,$9.3M,4
3288,5cd45d120c24ecd1b9ca2e40,games_video,2008,"{'type': 'Point', 'coordinates': [-71.0680027, 42.3406534]}",42.3406534,-71.0680027,SCVNGR,60,$40.8M,4
1193,5cd45d120c24ecd1b9ca2611,network_hosting,2006,"{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}",45.545447,-73.639076,Roll A Name,2,$0,4
1214,5cd45d120c24ecd1b9ca2626,software,2005,"{'type': 'Point', 'coordinates': [-73.9674, 40.762975]}",40.762975,-73.9674,NOLOH,9,$0,4
1726,5cd45d120c24ecd1b9ca2826,mobile,2007,"{'type': 'Point', 'coordinates': [-117.274609, 32.847521]}",32.847521,-117.274609,SmartTouch Mobile,25,$0,4
2167,5cd45d120c24ecd1b9ca29df,web,2007,"{'type': 'Point', 'coordinates': [-118.439532, 33.988687]}",33.988687,-118.439532,Xtreme Widgets,15,$0,4
3412,5cd45d120c24ecd1b9ca2ebc,web,2001,"{'type': 'Point', 'coordinates': [-117.1574252, 32.7160497]}",32.7160497,-117.1574252,Mindgruve,40,$0,4
1684,5cd45d120c24ecd1b9ca27fc,ecommerce,2008,"{'type': 'Point', 'coordinates': [-3.703248, 40.412323]}",40.412323,-3.703248,Daily Flat Rental,2,$0,4
1679,5cd45d120c24ecd1b9ca27f7,web,2003,"{'type': 'Point', 'coordinates': [-5.919693, 54.649575]}",54.649575,-5.919693,Aventure Media,10,$0,4
1675,5cd45d120c24ecd1b9ca27f3,network_hosting,2003,"{'type': 'Point', 'coordinates': [-5.919693, 54.649575]}",54.649575,-5.919693,Aventure Host,10,$0,4
1672,5cd45d120c24ecd1b9ca27f0,hospitality,2008,"{'type': 'Point', 'coordinates': [-122.3564234, 47.6254784]}",47.6254784,-122.3564234,Foodista,3,$1.3M,4
971,5cd45d120c24ecd1b9ca2533,software,2006,"{'type': 'Point', 'coordinates': [-122.038205, 37.372509]}",37.372509,-122.038205,Porvus,15,$0,4
1706,5cd45d120c24ecd1b9ca2812,ecommerce,2007,"{'type': 'Point', 'coordinates': [-118.440266, 33.987216]}",33.987216,-118.440266,Motorator,7,$160k,4
1174,5cd45d120c24ecd1b9ca25fe,web,2007,"{'type': 'Point', 'coordinates': [-0.0944873, 51.5016514]}",51.5016514,-0.0944873,Wigadoo,5,$0,4
973,5cd45d120c24ecd1b9ca2535,enterprise,2002,"{'type': 'Point', 'coordinates': [-122.225128, 37.49654]}",37.49654,-122.225128,Funambol,75,$13.4M,4
2154,5cd45d120c24ecd1b9ca29d2,consulting,2008,"{'type': 'Point', 'coordinates': [4.480165, 51.920151]}",51.920151,4.480165,Expand Online,20,$0,4
1,5cd45d120c24ecd1b9ca2169,news,2004,"{'type': 'Point', 'coordinates': [-122.394523, 37.764726]}",37.764726,-122.394523,Digg,60,$45M,4
1185,5cd45d120c24ecd1b9ca2609,web,2004,"{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}",45.545447,-73.639076,1915 Studios,2,$0,4
90,5cd45d120c24ecd1b9ca21c2,web,2006,"{'type': 'Point', 'coordinates': [-105.276843, 40.010492]}",40.010492,-105.276843,IntenseDebate,4,$515k,4
2149,5cd45d120c24ecd1b9ca29cd,ecommerce,2003,"{'type': 'Point', 'coordinates': [-122.410752, 37.763293]}",37.763293,-122.410752,Vinfolio,68,$10.6M,4
985,5cd45d120c24ecd1b9ca2541,search,2008,"{'type': 'Point', 'coordinates': [-3.435973, 55.378051]}",55.378051,-3.435973,wheresbest,1,$0,4
1186,5cd45d120c24ecd1b9ca260a,web,2006,"{'type': 'Point', 'coordinates': [-73.950845, 40.769466]}",40.769466,-73.950845,Sonibyte,4,$0,4
1188,5cd45d120c24ecd1b9ca260c,advertising,2007,"{'type': 'Point', 'coordinates': [-123.120893, 49.275332]}",49.275332,-123.120893,Lat49,24,$3.8M,4
2145,5cd45d120c24ecd1b9ca29c9,software,2007,"{'type': 'Point', 'coordinates': [144.970823, -37.813339]}",-37.813339,144.970823,Gigantiq,5,$0,4
3384,5cd45d120c24ecd1b9ca2ea0,web,2007,"{'type': 'Point', 'coordinates': [-73.9906813, 40.7028474]}",40.7028474,-73.9906813,Discount Sports Tickets,3,$0,4
1156,5cd45d120c24ecd1b9ca25ec,enterprise,2008,"{'type': 'Point', 'coordinates': [-122.418829, 37.781249]}",37.781249,-122.418829,Bizroof,8,$0,4
1630,5cd45d120c24ecd1b9ca27c6,ecommerce,2008,"{'type': 'Point', 'coordinates': [-122.490586, 37.864435]}",37.864435,-122.490586,Adgregate Markets,20,$0,4
1154,5cd45d120c24ecd1b9ca25ea,software,2007,"{'type': 'Point', 'coordinates': [144.970823, -37.813339]}",-37.813339,144.970823,Syntac Ventures,5,$0,4
95,5cd45d120c24ecd1b9ca21c7,network_hosting,2004,"{'type': 'Point', 'coordinates': [-121.935688, 37.288974]}",37.288974,-121.935688,Hightail,200,$82.7M,4
1547,5cd45d120c24ecd1b9ca2773,web,2006,"{'type': 'Point', 'coordinates': [-88.239866, 40.090814]}",40.090814,-88.239866,Cazoodle,6,$1.2M,4
1953,5cd45d120c24ecd1b9ca2909,mobile,2007,"{'type': 'Point', 'coordinates': [-117.274609, 32.847521]}",32.847521,-117.274609,SmartTouch Mobile,25,$0,4
3319,5cd45d120c24ecd1b9ca2e5f,games_video,2009,"{'type': 'Point', 'coordinates': [-122.3399782, 47.6103008]}",47.6103008,-122.3399782,Z2Live,130,$6.5M,4
1474,5cd45d120c24ecd1b9ca272a,mobile,2004,"{'type': 'Point', 'coordinates': [-122.259232, 37.524789]}",37.524789,-122.259232,db4objects,50,$0,4
3232,5cd45d120c24ecd1b9ca2e08,ecommerce,2008,"{'type': 'Point', 'coordinates': [-74.008767, 40.723351]}",40.723351,-74.008767,Proper Cloth,1,$100k,4
1911,5cd45d120c24ecd1b9ca28df,ecommerce,2008,"{'type': 'Point', 'coordinates': [-3.703248, 40.412323]}",40.412323,-3.703248,Daily Flat Rental,2,$0,4
1829,5cd45d120c24ecd1b9ca288d,ecommerce,2006,"{'type': 'Point', 'coordinates': [-73.9878525, 40.7032884]}",40.7032884,-73.9878525,Pond5,25,$500k,4
3243,5cd45d120c24ecd1b9ca2e13,medical,2006,"{'type': 'Point', 'coordinates': [2.3359741, 48.8707984]}",48.8707984,2.3359741,Stentys,5,$72.8M,4
1834,5cd45d120c24ecd1b9ca2892,software,2005,"{'type': 'Point', 'coordinates': [-122.258139, 37.522281]}",37.522281,-122.258139,UBmatrix,50,$9.3M,4
102,5cd45d120c24ecd1b9ca21ce,games_video,2006,"{'type': 'Point', 'coordinates': [34.851612, 31.046051]}",31.046051,34.851612,Aniboom,25,$14.5M,4
1906,5cd45d120c24ecd1b9ca28da,web,2003,"{'type': 'Point', 'coordinates': [-5.919693, 54.649575]}",54.649575,-5.919693,Aventure Media,10,$0,4
3249,5cd45d120c24ecd1b9ca2e19,games_video,2007,"{'type': 'Point', 'coordinates': [13.4120986, 52.5283111]}",52.5283111,13.4120986,Panfu,20,$0,4
1052,5cd45d120c24ecd1b9ca2584,biotech,2007,"{'type': 'Point', 'coordinates': [-117.274609, 32.847521]}",32.847521,-117.274609,NeuroVigil,5,$250k,4
1476,5cd45d120c24ecd1b9ca272c,software,2005,"{'type': 'Point', 'coordinates': [-121.9708095, 37.3858901]}",37.3858901,-121.9708095,Halosys,62,$0,4
3477,5cd45d120c24ecd1b9ca2efd,software,2005,"{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}",45.545447,-73.639076,Omniscient Technology,4,$0,4
116,5cd45d120c24ecd1b9ca21dc,web,2007,"{'type': 'Point', 'coordinates': [-105.276843, 40.010492]}",40.010492,-105.276843,Filtrbox,14,$1.92M,4
1902,5cd45d120c24ecd1b9ca28d6,network_hosting,2003,"{'type': 'Point', 'coordinates': [-5.919693, 54.649575]}",54.649575,-5.919693,Aventure Host,10,$0,4
106,5cd45d120c24ecd1b9ca21d2,enterprise,2004,"{'type': 'Point', 'coordinates': [-117.167831, 32.720656]}",32.720656,-117.167831,MindTouch,0,$0,4
1899,5cd45d120c24ecd1b9ca28d3,hospitality,2008,"{'type': 'Point', 'coordinates': [-122.3564234, 47.6254784]}",47.6254784,-122.3564234,Foodista,3,$1.3M,4
3939,5cd45d120c24ecd1b9ca30cb,games_video,2006,"{'type': 'Point', 'coordinates': [-74.0094471, 40.7464969]}",40.7464969,-74.0094471,Film Annex,5,$0,4
1367,5cd45d120c24ecd1b9ca26bf,software,2007,"{'type': 'Point', 'coordinates': [12.568116, 55.676294]}",55.676294,12.568116,Zendesk,400,$85.5M,4
1065,5cd45d120c24ecd1b9ca2591,software,2008,"{'type': 'Point', 'coordinates': [-122.132013, 47.584975]}",47.584975,-122.132013,NitroDesk,8,$0,4
1382,5cd45d120c24ecd1b9ca26ce,other,2007,"{'type': 'Point', 'coordinates': [-96.797111, 32.781078]}",32.781078,-96.797111,Imaginuity New Media,40,$0,4
3333,5cd45d120c24ecd1b9ca2e6d,consulting,2000,"{'type': 'Point', 'coordinates': [-118.262233, 34.051508]}",34.051508,-118.262233,Epsilon Concepts,20,$0,4
3335,5cd45d120c24ecd1b9ca2e6f,ecommerce,2008,"{'type': 'Point', 'coordinates': [13.3913657, 52.525354]}",52.525354,13.3913657,Tamundo,28,$0,4
1564,5cd45d120c24ecd1b9ca2784,software,2004,"{'type': 'Point', 'coordinates': [-122.135282, 47.582658]}",47.582658,-122.135282,Likewise Software,50,$10M,4
3498,5cd45d120c24ecd1b9ca2f12,software,2009,"{'type': 'Point', 'coordinates': [12.5751278, 55.6770321]}",55.6770321,12.5751278,1calendar,8,$40k,4
2017,5cd45d120c24ecd1b9ca2949,web,2006,"{'type': 'Point', 'coordinates': [-0.130109, 51.515374]}",51.515374,-0.130109,PCIQ,7,$0,4
3365,5cd45d120c24ecd1b9ca2e8d,ecommerce,2008,"{'type': 'Point', 'coordinates': [-73.970624, 40.7615818]}",40.7615818,-73.970624,Americanlisted,15,$0,4
1773,5cd45d120c24ecd1b9ca2855,software,2003,"{'type': 'Point', 'coordinates': [151.21231, -33.878684]}",-33.878684,151.21231,Interspire,50,$0,4
1018,5cd45d120c24ecd1b9ca2562,software,2001,"{'type': 'Point', 'coordinates': [-75.692196, 45.42694]}",45.42694,-75.692196,Rove,31,$0,4
1774,5cd45d120c24ecd1b9ca2856,web,2006,"{'type': 'Point', 'coordinates': [-88.239866, 40.090814]}",40.090814,-88.239866,Cazoodle,6,$1.2M,4
2124,5cd45d120c24ecd1b9ca29b4,real_estate,2008,"{'type': 'Point', 'coordinates': [-73.956458, 40.768618]}",40.768618,-73.956458,CREOpoint,10,$0,4
1128,5cd45d120c24ecd1b9ca25d0,web,2003,"{'type': 'Point', 'coordinates': [34.851612, 31.046051]}",31.046051,34.851612,Tipo,15,$0,4
3094,5cd45d120c24ecd1b9ca2d7e,games_video,2007,"{'type': 'Point', 'coordinates': [-118.3729534, 34.0760614]}",34.0760614,-118.3729534,Blip'd,2,$0,4
1933,5cd45d120c24ecd1b9ca28f5,ecommerce,2007,"{'type': 'Point', 'coordinates': [-118.440266, 33.987216]}",33.987216,-118.440266,Motorator,7,$160k,4
120,5cd45d120c24ecd1b9ca21e0,network_hosting,2003,"{'type': 'Point', 'coordinates': [-118.372953, 34.076061]}",34.076061,-118.372953,MySpace,800,$0,4
50,5cd45d120c24ecd1b9ca219a,network_hosting,2006,"{'type': 'Point', 'coordinates': [-71.076869, 42.350571]}",42.350571,-71.076869,Carbonite,68,$66M,4
